gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2634557957	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/48185368	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca fascicularis	fascicularis	SUBSPECIES	Macaca fascicularis fascicularis (Raffles, 1821)	Macaca fascicularis fascicularis		ID		Bali	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-8.300026	115.074303	74914.0						2020-02-09T16:49	9	2	2020	7262038	2436603	HUMAN_OBSERVATION	iNaturalist	Observations	48185368		jaedync	2020-06-02T00:27:22	CC_BY_NC_4_0	jaedync	jaedync			2026-05-19T13:37:18.532Z	StillImage	COORDINATE_ROUNDED;TAXON_ID_NOT_FOUND
2626438174	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/46571495	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca fascicularis	fascicularis	SUBSPECIES	Macaca fascicularis fascicularis (Raffles, 1821)	Macaca fascicularis fascicularis		ID		Bali	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-8.45131	115.279195	31279.0						2019-01-24T17:39	24	1	2019	7262038	2436603	HUMAN_OBSERVATION	iNaturalist	Observations	46571495		Graeme Rigg	2020-05-20T05:46:57	CC_BY_NC_4_0	Graeme Rigg	Graeme Rigg			2026-05-19T14:10:24.979Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
2609110844	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/42547337	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca fascicularis	fascicularis	SUBSPECIES	Macaca fascicularis fascicularis (Raffles, 1821)	Macaca fascicularis fascicularis		ID		Bali	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-8.448137	115.384152	31279.0						2017-03-23T11:25	23	3	2017	7262038	2436603	HUMAN_OBSERVATION	iNaturalist	Observations	42547337		Tommy Pedersen	2020-04-19T06:05:28	CC_BY_NC_4_0	Tommy Pedersen	Tommy Pedersen			2026-05-19T13:37:15.723Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
2429610151	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/34443548	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca fascicularis	fascicularis	SUBSPECIES	Macaca fascicularis fascicularis (Raffles, 1821)	Macaca fascicularis fascicularis		ID		Sumatera Barat	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-1.041057	100.395114	31448.0						2017-08-31T12:00	31	8	2017	7262038	2436603	HUMAN_OBSERVATION	iNaturalist	Observations	34443548		Nadège Lanau	2019-10-16T06:44:17	CC_BY_NC_4_0	Nadège Lanau	Nadège Lanau			2026-05-19T13:35:41.915Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
2366160306	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/7507545	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca fascicularis	fascicularis	SUBSPECIES	Macaca fascicularis fascicularis (Raffles, 1821)	Macaca fascicularis fascicularis		ID		Jawa Barat	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-6.83273	107.611305	31337.0						2017-07-28T15:56	28	7	2017	7262038	2436603	HUMAN_OBSERVATION	iNaturalist	Observations	7507545		Steven Kurniawidjaja	2018-01-25T04:35:09	CC_BY_NC_4_0	Steven Kurniawidjaja	Steven Kurniawidjaja			2026-05-19T14:05:19.229Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
2311345486	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/29685499	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca fascicularis	fascicularis	SUBSPECIES	Macaca fascicularis fascicularis (Raffles, 1821)	Macaca fascicularis fascicularis		ID		Nusa Tenggara Timur	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-8.78713	119.670753	31271.0						2019-07-26T19:25	26	7	2019	7262038	2436603	HUMAN_OBSERVATION	iNaturalist	Observations	29685499		datadan	2019-07-28T03:05:42	CC_BY_4_0	datadan	datadan			2026-05-19T14:00:56.367Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
2294597045	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/29199569	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca fascicularis	fascicularis	SUBSPECIES	Macaca fascicularis fascicularis (Raffles, 1821)	Macaca fascicularis fascicularis		ID		Bali	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-8.478805	115.331686	31279.0						2019-07-19T22:15	19	7	2019	7262038	2436603	HUMAN_OBSERVATION	iNaturalist	Observations	29199569		datadan	2019-07-20T21:21:30	CC_BY_4_0	datadan	datadan			2026-05-19T13:49:16.482Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
1913666632	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/16505114	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca fascicularis	fascicularis	SUBSPECIES	Macaca fascicularis fascicularis (Raffles, 1821)	Macaca fascicularis fascicularis		ID		Jawa Tengah	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-7.528625	110.537122	31317.0						2018-04-07T08:36	7	4	2018	7262038	2436603	HUMAN_OBSERVATION	iNaturalist	Observations	16505114		Hafizh Aulia Khairy Rakananda	2018-09-13T22:22:12	CC_BY_NC_4_0	Hafizh Aulia Khairy Rakananda	Hafizh Aulia Khairy Rakananda			2026-05-19T13:36:17.871Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
1899781682	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/15927702	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca fascicularis	fascicularis	SUBSPECIES	Macaca fascicularis fascicularis (Raffles, 1821)	Macaca fascicularis fascicularis		ID		Bali	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-8.581452	115.253809	31279.0						2018-08-25T21:13	25	8	2018	7262038	2436603	HUMAN_OBSERVATION	iNaturalist	Observations	15927702		Mike Bowie	2018-08-26T23:26:55	CC_BY_4_0	Mike Bowie	Mike Bowie			2026-05-19T13:35:10.703Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
1898791696	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/15443414	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca fascicularis	fascicularis	SUBSPECIES	Macaca fascicularis fascicularis (Raffles, 1821)	Macaca fascicularis fascicularis		ID		Jawa Barat	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-6.720551	107.11945	31344.0						2018-05-05T12:07	5	5	2018	7262038	2436603	HUMAN_OBSERVATION	iNaturalist	Observations	15443414		sidiqpambudi	2018-08-17T02:24:20	CC_BY_NC_4_0	Sandy Gayasih	Sandy Gayasih			2026-05-19T14:00:27.063Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
